aic_code,ean_code,name,active_ingredient,form,dosage,atc_code,manufacturer,package_desc,is_otc,requires_prescription
000000680,1122338655963,NEORINAZINA 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Servier Italia S.p.A.,20 ml spray,true,false
000000681,9938425304285,NASIVIN 0.05% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.05%,R01AA05,Janssen-Cilag S.p.A.,10 ml spray,true,false
000000682,3179128685783,NASIVIN 0.05% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.05%,R01AA05,Alfasigma S.p.A.,15 ml spray,true,false
000000683,5877749690336,NASIVIN 0.025% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.025%,R01AA05,Abbvie S.r.l.,10 ml spray,true,false
000000684,3634669254817,NASIVIN 0.025% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.025%,R01AA05,GSK S.p.A.,15 ml spray,true,false
000000685,4785390789563,AFRIN 0.05% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.05%,R01AA05,Neopharmed Gentili S.p.A.,10 ml spray,true,false
000000686,6575460273416,AFRIN 0.05% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.05%,R01AA05,Zentiva Italia S.r.l.,15 ml spray,true,false
000000687,4888143111502,AFRIN 0.025% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.025%,R01AA05,Biogen Italia S.r.l.,10 ml spray,true,false
000000688,3544439284046,AFRIN 0.025% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.025%,R01AA05,Dompé Farmaceutici S.p.A.,15 ml spray,true,false
000000689,6690782633370,OSSIMETAZOLINA EG 0.05% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.05%,R01AA05,Boehringer Ingelheim Italia S.p.A.,10 ml spray,true,false
000000690,8775153663779,OSSIMETAZOLINA EG 0.05% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.05%,R01AA05,Amgen S.r.l.,15 ml spray,true,false
000000691,,OSSIMETAZOLINA EG 0.025% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.025%,R01AA05,GSK S.p.A.,10 ml spray,true,false
000000692,2407553666840,OSSIMETAZOLINA EG 0.025% SPRAY NASALE,ossimetazolina cloridrato,spray nasale,0.025%,R01AA05,Bracco S.p.A.,15 ml spray,true,false
000000693,9022599996633,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Viatris Italia S.r.l.,10 ml collirio,true,false
000000694,6371597412182,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,MSD Italia S.r.l.,5 ml collirio,true,false
000000695,,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Bristol-Myers Squibb S.r.l.,15 ml collirio,true,false
000000696,2316433481704,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Aurobindo Pharma S.r.l.,10 ml collirio,true,false
000000697,2566212867162,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Takeda Italia S.p.A.,5 ml collirio,true,false
000000698,3467299493871,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Chiesi Farmaceutici S.p.A.,15 ml collirio,true,false
000000699,2716938597779,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Lilly Italia S.p.A.,10 ml collirio,true,false
000000700,,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Novartis Farma S.p.A.,5 ml collirio,true,false
000000701,7546926329670,HYABAK COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Mylan Italia S.r.l.,15 ml collirio,true,false
000000702,2916032484139,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Fidia Farmaceutici S.p.A.,10 ml collirio,true,false
000000703,8151185672437,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Pharmos S.p.A.,5 ml collirio,true,false
000000704,,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Menarini Group,15 ml collirio,true,false
000000705,7656360041257,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Alfasigma S.p.A.,10 ml collirio,true,false
000000706,1183727422092,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Sanofi S.r.l.,5 ml collirio,true,false
000000707,1862104275239,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Teva Italia S.r.l.,15 ml collirio,true,false
000000708,8370816470901,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,EG S.p.A.,10 ml collirio,true,false
000000709,3353310600536,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Pfizer Italia S.r.l.,5 ml collirio,true,false
000000710,1220681558396,VISMED COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Takeda Italia S.p.A.,15 ml collirio,true,false
000000711,6613315520657,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Angelini Pharma S.r.l.,10 ml collirio,true,false
000000712,7314950136492,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Fidia Farmaceutici S.p.A.,5 ml collirio,true,false
000000713,1892419562526,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Bracco S.p.A.,15 ml collirio,true,false
000000714,7150997683892,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Angelini Pharma S.r.l.,10 ml collirio,true,false
000000715,9143639102576,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Dompé Farmaceutici S.p.A.,5 ml collirio,true,false
000000716,6303975245082,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Almirall S.p.A.,15 ml collirio,true,false
000000717,4035533803398,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Mylan Italia S.r.l.,10 ml collirio,true,false
000000718,2701713023215,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,MSD Italia S.r.l.,5 ml collirio,true,false
000000719,3381674233626,OCUSAN COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Bristol-Myers Squibb S.r.l.,15 ml collirio,true,false
000000720,4973471566275,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Neopharmed Gentili S.p.A.,10 ml collirio,true,false
000000721,9627066149828,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Amgen S.r.l.,5 ml collirio,true,false
000000722,4674746897154,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,GSK S.p.A.,15 ml collirio,true,false
000000723,3230085766653,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Mylan Italia S.r.l.,10 ml collirio,true,false
000000724,9160169236458,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Pharmos S.p.A.,5 ml collirio,true,false
000000725,5066337050243,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Bristol-Myers Squibb S.r.l.,15 ml collirio,true,false
000000726,2439920116696,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Novartis Farma S.p.A.,10 ml collirio,true,false
000000727,3626448869466,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Novartis Farma S.p.A.,5 ml collirio,true,false
000000728,9524364027011,THEALOZ COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Pfizer Italia S.r.l.,15 ml collirio,true,false
000000729,6864622522371,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,MSD Italia S.r.l.,10 ml collirio,true,false
000000730,1793230234671,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Astellas Pharma S.p.A.,5 ml collirio,true,false
000000731,2141614150939,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.15%,S01XA,Ibsa Farmaceutici Italia S.r.l.,15 ml collirio,true,false
000000732,1004090138062,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Bristol-Myers Squibb S.r.l.,10 ml collirio,true,false
000000733,4775965555358,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Viatris Italia S.r.l.,5 ml collirio,true,false
000000734,0551076209182,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.18%,S01XA,Chiesi Farmaceutici S.p.A.,15 ml collirio,true,false
000000735,3579786305052,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Teva Italia S.r.l.,10 ml collirio,true,false
000000736,5739769156714,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,Mylan Italia S.r.l.,5 ml collirio,true,false
000000737,3289802714873,JAODROPS COLLIRIO SOLUZIONE,sodio ialuronato,collirio,0.1%,S01XA,AstraZeneca S.p.A.,15 ml collirio,true,false
000000738,1783332116029,CANESTEN 1% CREMA,clotrimazolo,crema,1%,D01AC01,Bracco S.p.A.,30 g crema,true,false
000000739,4347128715390,CANESTEN 1% CREMA,clotrimazolo,crema,1%,D01AC01,Bristol-Myers Squibb S.r.l.,20 g crema,true,false
000000740,5668633414110,CANESTEN 1% CREMA,clotrimazolo,crema,1%,D01AC01,Novartis Farma S.p.A.,50 g crema,true,false
000000741,9319525690407,CLOTRIMAZOLO EG 1% CREMA,clotrimazolo,crema,1%,D01AC01,Janssen-Cilag S.p.A.,30 g crema,true,false
000000742,6655289931602,CLOTRIMAZOLO EG 1% CREMA,clotrimazolo,crema,1%,D01AC01,Biogen Italia S.r.l.,20 g crema,true,false
000000743,5243772942092,CLOTRIMAZOLO EG 1% CREMA,clotrimazolo,crema,1%,D01AC01,Bracco S.p.A.,50 g crema,true,false
000000744,1497374605235,MICOTEN 1% CREMA,clotrimazolo,crema,1%,D01AC01,Boehringer Ingelheim Italia S.p.A.,30 g crema,true,false
000000745,0276420865677,MICOTEN 1% CREMA,clotrimazolo,crema,1%,D01AC01,Zentiva Italia S.r.l.,20 g crema,true,false
000000746,6184438612593,MICOTEN 1% CREMA,clotrimazolo,crema,1%,D01AC01,EG S.p.A.,50 g crema,true,false
000000747,4729277423331,CLOTRIMAZOLO TEVA 1% CREMA,clotrimazolo,crema,1%,D01AC01,Angelini Pharma S.r.l.,30 g crema,true,false
000000748,9126620157205,CLOTRIMAZOLO TEVA 1% CREMA,clotrimazolo,crema,1%,D01AC01,Bayer S.p.A.,20 g crema,true,false
000000749,5962630136748,CLOTRIMAZOLO TEVA 1% CREMA,clotrimazolo,crema,1%,D01AC01,Bristol-Myers Squibb S.r.l.,50 g crema,true,false
000000750,6176475011118,CORSODYL 1% CREMA,clorexidina gluconato,crema,1%,D08AC02,Fidia Farmaceutici S.p.A.,30 g crema,true,false
000000751,8309997419263,CORSODYL 1% CREMA,clorexidina gluconato,crema,1%,D08AC02,Ibsa Farmaceutici Italia S.r.l.,50 g crema,true,false
000000752,6492151826068,CORSODYL 2% CREMA,clorexidina gluconato,crema,2%,D08AC02,Amgen S.r.l.,30 g crema,true,false
000000753,8718981312921,CORSODYL 2% CREMA,clorexidina gluconato,crema,2%,D08AC02,Angelini Pharma S.r.l.,50 g crema,true,false
000000754,5102932184010,CLOREXIDINA EG 1% CREMA,clorexidina gluconato,crema,1%,D08AC02,Bayer S.p.A.,30 g crema,true,false
000000755,5826034084879,CLOREXIDINA EG 1% CREMA,clorexidina gluconato,crema,1%,D08AC02,GSK S.p.A.,50 g crema,true,false
000000756,5859883103033,CLOREXIDINA EG 2% CREMA,clorexidina gluconato,crema,2%,D08AC02,Roche S.p.A.,30 g crema,true,false
000000757,3298395429613,CLOREXIDINA EG 2% CREMA,clorexidina gluconato,crema,2%,D08AC02,Amgen S.r.l.,50 g crema,true,false
000000758,6267146283146,HIBIDENT 1% CREMA,clorexidina gluconato,crema,1%,D08AC02,Abbvie S.r.l.,30 g crema,true,false
000000759,9892625660933,HIBIDENT 1% CREMA,clorexidina gluconato,crema,1%,D08AC02,Pfizer Italia S.r.l.,50 g crema,true,false
000000760,8186151554233,HIBIDENT 2% CREMA,clorexidina gluconato,crema,2%,D08AC02,Chiesi Farmaceutici S.p.A.,30 g crema,true,false
000000761,,HIBIDENT 2% CREMA,clorexidina gluconato,crema,2%,D08AC02,Mylan Italia S.r.l.,50 g crema,true,false
000000762,3611284971855,FASTUM GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Lilly Italia S.p.A.,50 g gel,true,false
000000763,8491025625880,FASTUM GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Bristol-Myers Squibb S.r.l.,100 g gel,true,false
000000764,6792408222699,FASTUM GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Chiesi Farmaceutici S.p.A.,30 g gel,true,false
000000765,5396727578447,KETOPROFENE EG GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Pierre Fabre Italia S.p.A.,50 g gel,true,false
000000766,3414651113120,KETOPROFENE EG GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Lilly Italia S.p.A.,100 g gel,true,false
000000767,4870682778810,KETOPROFENE EG GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Viatris Italia S.r.l.,30 g gel,true,false
000000768,,KETOPROFENE TEVA GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Abbvie S.r.l.,50 g gel,true,false
000000769,0685389097287,KETOPROFENE TEVA GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Boehringer Ingelheim Italia S.p.A.,100 g gel,true,false
000000770,5285067625150,KETOPROFENE TEVA GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Servier Italia S.p.A.,30 g gel,true,false
000000771,1447443096341,FLECTOR GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Pharmos S.p.A.,50 g gel,true,false
000000772,0797050975456,FLECTOR GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Sanofi S.r.l.,100 g gel,true,false
000000773,,FLECTOR GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,MSD Italia S.r.l.,30 g gel,true,false
000000774,0167318826170,OKI GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Angelini Pharma S.r.l.,50 g gel,true,false
000000775,4376545628419,OKI GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,Neopharmed Gentili S.p.A.,100 g gel,true,false
000000776,7225605313406,OKI GEL 2.5% GEL,ketoprofene,gel,2.5%,M02AA10,GSK S.p.A.,30 g gel,true,false
000000777,5023741678722,VOLTAREN EMULGEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Bracco S.p.A.,50 g gel,true,false
000000778,6862110225803,VOLTAREN EMULGEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Servier Italia S.p.A.,100 g gel,true,false
000000779,5690674471630,VOLTAREN EMULGEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Astellas Pharma S.p.A.,30 g gel,true,false
000000780,8234143637188,VOLTAREN EMULGEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Astellas Pharma S.p.A.,50 g gel,true,false
000000781,9231260432602,VOLTAREN EMULGEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Astellas Pharma S.p.A.,100 g gel,true,false
000000782,0668433567080,VOLTAREN EMULGEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Pierre Fabre Italia S.p.A.,30 g gel,true,false
000000783,4145456350203,DICLOFENAC EG GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Angelini Pharma S.r.l.,50 g gel,true,false
000000784,5347491624755,DICLOFENAC EG GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Sandoz S.p.A.,100 g gel,true,false
000000785,1082555989534,DICLOFENAC EG GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Chiesi Farmaceutici S.p.A.,30 g gel,true,false
000000786,6112910933713,DICLOFENAC EG GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Pfizer Italia S.r.l.,50 g gel,true,false
000000787,9547382023681,DICLOFENAC EG GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Recordati S.p.A.,100 g gel,true,false
000000788,8557161768802,DICLOFENAC EG GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,AstraZeneca S.p.A.,30 g gel,true,false
000000789,2409036788124,DICLOFENAC TEVA GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Neopharmed Gentili S.p.A.,50 g gel,true,false
000000790,6866943202932,DICLOFENAC TEVA GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Janssen-Cilag S.p.A.,100 g gel,true,false
000000791,8788443448123,DICLOFENAC TEVA GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Boehringer Ingelheim Italia S.p.A.,30 g gel,true,false
000000792,,DICLOFENAC TEVA GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Servier Italia S.p.A.,50 g gel,true,false
000000793,2424033810593,DICLOFENAC TEVA GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Aurobindo Pharma S.r.l.,100 g gel,true,false
000000794,8426945005344,DICLOFENAC TEVA GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,MSD Italia S.r.l.,30 g gel,true,false
000000795,0891649837351,DICLOREUM GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Chiesi Farmaceutici S.p.A.,50 g gel,true,false
000000796,6273652717273,DICLOREUM GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,MSD Italia S.r.l.,100 g gel,true,false
000000797,2397240422692,DICLOREUM GEL 1% GEL,diclofenac sodico,gel,1%,M02AA15,Abbvie S.r.l.,30 g gel,true,false
000000798,1637618209168,DICLOREUM GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Mylan Italia S.r.l.,50 g gel,true,false
000000799,,DICLOREUM GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Angelini Pharma S.r.l.,100 g gel,true,false
000000800,0231429001853,DICLOREUM GEL 2% GEL,diclofenac sodico,gel,2%,M02AA15,Novartis Farma S.p.A.,30 g gel,true,false
000000801,7972457230848,MAGNE B6 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Biogen Italia S.r.l.,20 bustine,true,false
000000802,0184186203032,MAGNE B6 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Pierre Fabre Italia S.p.A.,30 bustine,true,false
000000803,5436172131450,MAGNE B6 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Pfizer Italia S.r.l.,10 bustine,true,false
000000804,1510922685920,MAGNE B6 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Pierre Fabre Italia S.p.A.,20 bustine,true,false
000000805,4945147541022,MAGNE B6 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Roche S.p.A.,30 bustine,true,false
000000806,6771196421521,MAGNE B6 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,MSD Italia S.r.l.,10 bustine,true,false
000000807,5576769523661,MAGNE B6 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Amgen S.r.l.,20 bustine,true,false
000000808,8788361968932,MAGNE B6 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Novartis Farma S.p.A.,30 bustine,true,false
000000809,0305872105526,MAGNE B6 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Dompé Farmaceutici S.p.A.,10 bustine,true,false
000000810,8633302126066,MAGNESIO EG 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Aurobindo Pharma S.r.l.,20 bustine,true,false
000000811,1917920252138,MAGNESIO EG 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Pfizer Italia S.r.l.,30 bustine,true,false
000000812,,MAGNESIO EG 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Almirall S.p.A.,10 bustine,true,false
000000813,2728476570411,MAGNESIO EG 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Roche S.p.A.,20 bustine,true,false
000000814,0928206678499,MAGNESIO EG 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Pharmos S.p.A.,30 bustine,true,false
000000815,3624186236908,MAGNESIO EG 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Boehringer Ingelheim Italia S.p.A.,10 bustine,true,false
000000816,8917756620562,MAGNESIO EG 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Abbvie S.r.l.,20 bustine,true,false
000000817,1159503428114,MAGNESIO EG 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Takeda Italia S.p.A.,30 bustine,true,false
000000818,4383034199091,MAGNESIO EG 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Ibsa Farmaceutici Italia S.r.l.,10 bustine,true,false
000000819,,MAGNESIO TEVA 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Bracco S.p.A.,20 bustine,true,false
000000820,4054683565215,MAGNESIO TEVA 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Sandoz S.p.A.,30 bustine,true,false
000000821,8182096790422,MAGNESIO TEVA 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Roche S.p.A.,10 bustine,true,false
000000822,1133228898575,MAGNESIO TEVA 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,GSK S.p.A.,20 bustine,true,false
000000823,5960633991296,MAGNESIO TEVA 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Fidia Farmaceutici S.p.A.,30 bustine,true,false
000000824,0248171752421,MAGNESIO TEVA 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Pfizer Italia S.r.l.,10 bustine,true,false
000000825,5511274747218,MAGNESIO TEVA 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Lilly Italia S.p.A.,20 bustine,true,false
000000826,5466927589557,MAGNESIO TEVA 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Novartis Farma S.p.A.,30 bustine,true,false
000000827,8740903802142,MAGNESIO TEVA 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Mylan Italia S.r.l.,10 bustine,true,false
000000828,6136715778713,MAGNESIO SANDOZ 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Novartis Farma S.p.A.,20 bustine,true,false
000000829,1663651559731,MAGNESIO SANDOZ 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Ibsa Farmaceutici Italia S.r.l.,30 bustine,true,false
000000830,7082723590962,MAGNESIO SANDOZ 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,EG S.p.A.,10 bustine,true,false
000000831,5673030644213,MAGNESIO SANDOZ 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Roche S.p.A.,20 bustine,true,false
000000832,6147683420160,MAGNESIO SANDOZ 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Sandoz S.p.A.,30 bustine,true,false
000000833,4235677826592,MAGNESIO SANDOZ 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Mylan Italia S.r.l.,10 bustine,true,false
000000834,8931992550278,MAGNESIO SANDOZ 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Roche S.p.A.,20 bustine,true,false
000000835,5164807279108,MAGNESIO SANDOZ 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Takeda Italia S.p.A.,30 bustine,true,false
000000836,3682963533909,MAGNESIO SANDOZ 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Aurobindo Pharma S.r.l.,10 bustine,true,false
000000837,0448177665583,MAGNESIO SUPREME 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Pierre Fabre Italia S.p.A.,20 bustine,true,false
000000838,5127652892861,MAGNESIO SUPREME 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Mylan Italia S.r.l.,30 bustine,true,false
000000839,6491111096176,MAGNESIO SUPREME 300 mg BUSTINE,magnesio solfato,bustina,300 mg,A12CC,Astellas Pharma S.p.A.,10 bustine,true,false
000000840,1789046337866,MAGNESIO SUPREME 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Bayer S.p.A.,20 bustine,true,false
000000841,7157660538442,MAGNESIO SUPREME 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Recordati S.p.A.,30 bustine,true,false
000000842,6306000258958,MAGNESIO SUPREME 400 mg BUSTINE,magnesio solfato,bustina,400 mg,A12CC,Sandoz S.p.A.,10 bustine,true,false
000000843,9638639609625,MAGNESIO SUPREME 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Mylan Italia S.r.l.,20 bustine,true,false
000000844,2658263128191,MAGNESIO SUPREME 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Viatris Italia S.r.l.,30 bustine,true,false
000000845,4825311060927,MAGNESIO SUPREME 500 mg BUSTINE,magnesio solfato,bustina,500 mg,A12CC,Menarini Group,10 bustine,true,false
000000846,8196027523348,CIRCADIN 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Abbvie S.r.l.,30 compresse,true,false
000000847,3640412091172,CIRCADIN 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Bristol-Myers Squibb S.r.l.,60 compresse,true,false
000000848,2442117536177,CIRCADIN 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Menarini Group,20 compresse,true,false
000000849,7136657224025,CIRCADIN 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Lilly Italia S.p.A.,30 compresse,true,false
000000850,0155799802844,CIRCADIN 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Bayer S.p.A.,60 compresse,true,false
000000851,0808823513055,CIRCADIN 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,GSK S.p.A.,20 compresse,true,false
000000852,2447315847766,CIRCADIN 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Pharmos S.p.A.,30 compresse,true,false
000000853,3423461994232,CIRCADIN 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Fidia Farmaceutici S.p.A.,60 compresse,true,false
000000854,7694591966390,CIRCADIN 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Zentiva Italia S.r.l.,20 compresse,true,false
000000855,1720849649855,MELATONINA EG 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Viatris Italia S.r.l.,30 compresse,true,false
000000856,,MELATONINA EG 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,MSD Italia S.r.l.,60 compresse,true,false
000000857,6253135525106,MELATONINA EG 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Bracco S.p.A.,20 compresse,true,false
000000858,5379538164931,MELATONINA EG 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Farmitalia S.r.l.,30 compresse,true,false
